state,positive,negative,hospitalized,death,date 
ME,12554,0,740,220,20-12-03
ME,12208,0,725,218,20-12-02
ME,11976,0,709,214,20-12-01
ME,11757,0,699,194,20-11-30
ME,11508,0,692,191,20-11-29
ME,11288,0,689,191,20-11-28
ME,11265,0,687,190,20-11-27
ME,11265,0,687,190,20-11-26
ME,11027,0,678,190,20-11-25
ME,10799,0,662,189,20-11-24
ME,10544,0,647,177,20-11-23
ME,10359,0,642,176,20-11-22
ME,10123,0,636,174,20-11-21
ME,9958,0,628,173,20-11-20
ME,9734,0,613,171,20-11-19
ME,9519,0,600,170,20-11-18
ME,9363,0,589,166,20-11-17
ME,9117,0,577,165,20-11-16
ME,8944,0,574,165,20-11-15
ME,8791,0,572,163,20-11-14
ME,8639,0,566,162,20-11-13
ME,8395,0,553,159,20-11-12
ME,8202,0,545,158,20-11-11
ME,8060,0,538,156,20-11-10
ME,7888,0,532,153,20-11-09
ME,7693,0,525,152,20-11-08
ME,7603,0,523,152,20-11-07
ME,7444,0,513,150,20-11-06
ME,7260,0,510,150,20-11-05
ME,7077,0,507,150,20-11-04
ME,6926,0,502,148,20-11-03
ME,6799,0,495,148,20-11-02
ME,6715,0,488,147,20-11-01
ME,6668,0,486,147,20-10-31
ME,6570,0,486,146,20-10-30
ME,6467,0,483,146,20-10-29
ME,6387,0,484,146,20-10-28
ME,6311,0,479,146,20-10-27
ME,6254,0,477,146,20-10-26
ME,6201,0,475,146,20-10-25
ME,6137,0,473,146,20-10-24
ME,6095,0,473,146,20-10-23
ME,6064,0,473,146,20-10-22
ME,6027,0,470,146,20-10-21
ME,5989,0,469,146,20-10-20
ME,5962,0,469,146,20-10-19
ME,5939,0,468,146,20-10-18
ME,5913,0,467,146,20-10-17
ME,5865,0,466,145,20-10-16
ME,5836,0,464,144,20-10-15
ME,5816,0,463,143,20-10-14
ME,5780,0,463,143,20-10-13
ME,5752,0,463,143,20-10-12
ME,5723,0,463,143,20-10-11
ME,5696,0,462,143,20-10-10
ME,5666,0,460,143,20-10-09
ME,5639,0,459,142,20-10-08
ME,5604,0,459,142,20-10-07
ME,5565,0,457,142,20-10-06
ME,5545,0,454,142,20-10-05
ME,5519,0,454,142,20-10-04
ME,5486,0,454,142,20-10-03
ME,5468,0,452,142,20-10-02
ME,5431,0,451,142,20-10-01
ME,5391,0,449,141,20-09-30
ME,5337,0,447,141,20-09-29
ME,5300,0,446,140,20-09-28
ME,5288,0,445,140,20-09-27
ME,5260,0,443,140,20-09-26
ME,5235,0,442,140,20-09-25
ME,5215,0,442,140,20-09-24
ME,5171,0,441,140,20-09-23
ME,5146,0,442,140,20-09-22
ME,5106,0,440,140,20-09-21
ME,5079,0,439,139,20-09-20
ME,5035,0,439,139,20-09-19
ME,5005,0,437,138,20-09-18
ME,4962,0,436,138,20-09-17
ME,4941,0,433,138,20-09-16
ME,4918,0,432,137,20-09-15
ME,4903,0,431,136,20-09-14
ME,4863,0,431,136,20-09-13
ME,4834,0,431,135,20-09-12
ME,4792,0,432,134,20-09-11
ME,4760,0,431,134,20-09-10
ME,4734,0,429,134,20-09-09
ME,4713,0,429,134,20-09-08
ME,4701,0,427,134,20-09-07
ME,4682,0,424,134,20-09-06
ME,4667,0,424,134,20-09-05
ME,4632,0,423,134,20-09-04
ME,4617,0,424,133,20-09-03
ME,4567,0,423,133,20-09-02
ME,4548,0,421,132,20-09-01
ME,4526,0,420,132,20-08-31
ME,4512,0,420,132,20-08-30
ME,4489,0,418,132,20-08-29
ME,4436,0,417,132,20-08-28
ME,4414,0,415,132,20-08-27
ME,4389,0,412,132,20-08-26
ME,4368,0,410,131,20-08-25
ME,4356,0,409,131,20-08-24
ME,4335,0,408,131,20-08-23
ME,4317,0,407,130,20-08-22
ME,4285,0,407,129,20-08-21
ME,4253,0,405,128,20-08-20
ME,4234,0,403,127,20-08-19
ME,4213,0,401,127,20-08-18
ME,4197,0,399,127,20-08-17
ME,4168,0,400,127,20-08-16
ME,4144,0,399,127,20-08-15
ME,4115,0,399,126,20-08-14
ME,4089,0,395,126,20-08-13
ME,4070,0,394,126,20-08-12
ME,4050,0,394,126,20-08-11
ME,4049,0,393,125,20-08-10
ME,4042,0,393,125,20-08-09
ME,4026,0,393,125,20-08-08
ME,4014,0,393,124,20-08-07
ME,3997,0,390,124,20-08-06
ME,3992,0,390,124,20-08-05
ME,3975,0,388,123,20-08-04
ME,3970,0,389,124,20-08-03
ME,3958,0,388,123,20-08-02
ME,3937,0,388,123,20-08-01
ME,3912,0,388,123,20-07-31
ME,3888,0,386,122,20-07-30
ME,3866,0,385,121,20-07-29
ME,3838,0,384,121,20-07-28
ME,3832,0,383,119,20-07-27
ME,3814,0,381,119,20-07-26
ME,3790,0,379,119,20-07-25
ME,3757,0,378,118,20-07-24
ME,3737,0,378,118,20-07-23
ME,3723,0,377,118,20-07-22
ME,3723,0,377,118,20-07-21
ME,3711,0,375,117,20-07-20
ME,3687,0,375,117,20-07-19
ME,3646,0,375,117,20-07-18
ME,3636,0,375,115,20-07-17
ME,3598,0,374,114,20-07-16
ME,3578,0,373,114,20-07-15
ME,3566,0,373,114,20-07-14
ME,3558,0,372,114,20-07-13
ME,3539,0,371,114,20-07-12
ME,3520,0,368,112,20-07-11
ME,3499,0,366,111,20-07-10
ME,3486,0,365,111,20-07-09
ME,3460,0,363,110,20-07-08
ME,3440,0,360,110,20-07-07
ME,3423,0,359,109,20-07-06
ME,3415,0,359,109,20-07-05
ME,3397,0,358,107,20-07-04
ME,3373,0,358,105,20-07-03
ME,3328,0,354,105,20-07-02
ME,3294,0,351,105,20-07-01
ME,3253,0,348,105,20-06-30
ME,3219,0,347,105,20-06-29
ME,3191,0,346,104,20-06-28
ME,3154,0,345,104,20-06-27
ME,3102,0,343,103,20-06-26
ME,3070,0,343,103,20-06-25
ME,3017,0,339,103,20-06-24
ME,2994,0,339,102,20-06-23
ME,2971,0,336,102,20-06-22
ME,2957,0,336,102,20-06-21
ME,2938,0,333,102,20-06-20
ME,2913,0,328,102,20-06-19
ME,2878,0,323,102,20-06-18
ME,2836,0,323,102,20-06-17
ME,2819,0,321,101,20-06-16
ME,2810,0,317,101,20-06-15
ME,2793,0,314,100,20-06-14
ME,2757,0,313,100,20-06-13
ME,2721,0,308,100,20-06-12
ME,2667,0,308,100,20-06-11
ME,2637,0,303,100,20-06-10
ME,2606,0,302,100,20-06-09
ME,2588,0,301,99,20-06-08
ME,2570,0,298,99,20-06-07
ME,2524,0,296,98,20-06-06
ME,2482,0,293,98,20-06-05
ME,2446,0,291,95,20-06-04
ME,2418,0,285,95,20-06-03
ME,2377,0,287,94,20-06-02
ME,2349,0,284,89,20-06-01
ME,2325,0,283,89,20-05-31
ME,2282,0,272,89,20-05-30
ME,2226,0,270,85,20-05-29
ME,2189,0,264,84,20-05-28
ME,2137,0,260,81,20-05-27
ME,2109,0,258,79,20-05-26
ME,2074,0,257,78,20-05-25
ME,2055,0,252,78,20-05-24
ME,2013,0,243,77,20-05-23
ME,1948,0,240,75,20-05-22
ME,1877,0,235,73,20-05-21
ME,1819,0,231,73,20-05-20
ME,1741,0,225,73,20-05-19
ME,1713,0,223,71,20-05-18
ME,1687,0,216,70,20-05-17
ME,1648,0,214,70,20-05-16
ME,1603,0,211,69,20-05-15
ME,1565,0,207,69,20-05-14
ME,1515,0,204,66,20-05-13
ME,1477,0,202,65,20-05-12
ME,1462,0,200,65,20-05-11
ME,1436,0,199,64,20-05-10
ME,1408,0,198,64,20-05-09
ME,1374,0,194,63,20-05-08
ME,1330,0,192,62,20-05-07
ME,1254,0,191,62,20-05-06
ME,1226,0,187,61,20-05-05
ME,1205,0,186,57,20-05-04
ME,1185,0,183,57,20-05-03
ME,1152,0,181,56,20-05-02
ME,1123,0,177,55,20-05-01
ME,1095,0,170,53,20-04-30
ME,1056,0,166,52,20-04-29
ME,1040,0,163,51,20-04-28
ME,1023,0,161,51,20-04-27
ME,1015,0,159,50,20-04-26
ME,990,0,156,50,20-04-25
ME,965,0,152,47,20-04-24
ME,937,0,150,44,20-04-23
ME,907,0,144,39,20-04-22
ME,888,0,139,36,20-04-21
ME,875,0,138,35,20-04-20
ME,867,0,136,34,20-04-19
ME,847,0,136,32,20-04-18
ME,827,0,133,29,20-04-17
ME,796,0,130,27,20-04-16
ME,770,0,126,24,20-04-15
ME,734,0,124,20,20-04-14
ME,698,0,124,19,20-04-13
ME,633,0,120,19,20-04-12
ME,616,0,114,19,20-04-11
ME,586,0,111,17,20-04-10
ME,560,0,105,16,20-04-09
ME,537,0,101,14,20-04-08
ME,519,0,99,12,20-04-07
ME,499,0,92,10,20-04-06
ME,470,0,86,10,20-04-05
ME,456,0,83,10,20-04-04
ME,432,0,75,9,20-04-03
ME,376,0,68,7,20-04-02
ME,344,0,63,7,20-04-01
ME,303,0,57,5,20-03-31
ME,275,0,49,3,20-03-30
ME,253,0,0,3,20-03-29
ME,211,0,0,1,20-03-28
ME,168,0,0,1,20-03-27
ME,155,0,0,0,20-03-26
ME,149,0,0,0,20-03-25
ME,125,0,0,0,20-03-24
ME,107,0,0,0,20-03-23
ME,89,0,0,0,20-03-22
ME,73,0,0,0,20-03-21
ME,57,0,0,0,20-03-20
ME,53,0,0,0,20-03-19
ME,43,0,0,0,20-03-18
ME,32,0,0,0,20-03-17
ME,17,0,0,0,20-03-16
ME,3,0,0,0,20-03-15
ME,3,0,0,0,20-03-14
ME,3,0,0,0,20-03-13
ME,1,0,0,0,20-03-12
ME,0,0,0,0,20-03-11
ME,0,0,0,0,20-03-10
ME,0,0,0,0,20-03-09
ME,0,0,0,0,20-03-08
ME,0,0,0,0,20-03-07
MI,656072,0,0,16658,21-03-07
MI,656072,0,0,16658,21-03-06
MI,654380,0,0,16601,21-03-05
MI,652589,0,0,16589,21-03-04
MI,650762,0,0,16550,21-03-03
MI,649057,0,0,16544,21-03-02
MI,647415,0,0,16519,21-03-01
MI,645550,0,0,16508,21-02-28
MI,645550,0,0,16508,21-02-27
MI,644125,0,0,16438,21-02-26
MI,642868,0,0,16436,21-02-25
MI,641270,0,0,16389,21-02-24
MI,639712,0,0,16380,21-02-23
MI,637928,0,0,16343,21-02-22
MI,636269,0,0,16342,21-02-21
MI,636269,0,0,16342,21-02-20
MI,635446,0,0,16274,21-02-19
MI,633973,0,0,16251,21-02-18
MI,632772,0,0,16160,21-02-17
MI,631532,0,0,16149,21-02-16
MI,630408,0,0,16130,21-02-15
MI,628956,0,0,16119,21-02-14
MI,628956,0,0,16119,21-02-13
MI,628012,0,0,16027,21-02-12
MI,626477,0,0,16019,21-02-11
MI,624970,0,0,15939,21-02-10
MI,623731,0,0,15925,21-02-09
MI,622813,0,0,15863,21-02-08
MI,620685,0,0,15854,21-02-07
MI,620685,0,0,15854,21-02-06
MI,619499,0,0,15750,21-02-05
MI,617745,0,0,15725,21-02-04
MI,615860,0,0,15644,21-02-03
MI,614143,0,0,15609,21-02-02
MI,612710,0,0,15536,21-02-01
MI,610138,0,0,15525,21-01-31
MI,610138,0,0,15525,21-01-30
MI,608627,0,0,15410,21-01-29
MI,606488,0,0,15402,21-01-28
MI,604233,0,0,15314,21-01-27
MI,602168,0,0,15305,21-01-26
MI,600093,0,0,15219,21-01-25
MI,596746,0,0,15181,21-01-24
MI,596746,0,0,15181,21-01-23
MI,594920,0,0,14951,21-01-22
MI,592382,0,0,14933,21-01-21
MI,589869,0,0,14770,21-01-20
MI,587448,0,0,14735,21-01-19
MI,585128,0,0,14686,21-01-18
MI,581785,0,0,14669,21-01-17
MI,581785,0,0,14669,21-01-16
MI,579574,0,0,14550,21-01-15
MI,576573,0,0,14511,21-01-14
MI,573278,0,0,14336,21-01-13
MI,570150,0,0,14296,21-01-12
MI,567682,0,0,14192,21-01-11
MI,562553,0,0,14145,21-01-10
MI,562553,0,0,14145,21-01-09
MI,559655,0,0,13913,21-01-08
MI,555747,0,0,13873,21-01-07
MI,551498,0,0,13667,21-01-06
MI,546642,0,0,13608,21-01-05
MI,543611,0,0,13391,21-01-04
MI,538121,0,0,13306,21-01-03
MI,538121,0,0,13306,21-01-02
MI,528621,0,0,13018,21-01-01
MI,528621,0,0,13018,20-12-31
MI,528621,0,0,13018,20-12-30
MI,523839,0,0,12966,20-12-29
MI,519876,0,0,12754,20-12-28
MI,516326,0,0,12690,20-12-27
MI,516326,0,0,12690,20-12-26
MI,508449,0,0,12415,20-12-25
MI,508449,0,0,12415,20-12-24
MI,508449,0,0,12415,20-12-23
MI,504629,0,0,12342,20-12-22
MI,501115,0,0,12153,20-12-21
MI,496056,0,0,12074,20-12-20
MI,496056,0,0,12074,20-12-19
MI,491875,0,0,11868,20-12-18
MI,487356,0,0,11801,20-12-17
MI,482815,0,0,11588,20-12-16
MI,478171,0,0,11495,20-12-15
MI,472780,0,0,11289,20-12-14
MI,465159,0,0,11195,20-12-13
MI,465159,0,0,11195,20-12-12
MI,460346,0,0,10965,20-12-11
MI,454720,0,0,10900,20-12-10
MI,448418,0,0,10706,20-12-09
MI,443076,0,0,10625,20-12-08
MI,436400,0,0,10422,20-12-07
MI,426576,0,0,10321,20-12-06
MI,426576,0,0,10321,20-12-05
MI,420268,0,0,10117,20-12-04
MI,410843,0,0,10035,20-12-03
MI,402886,0,0,9842,20-12-02
MI,395453,0,0,9759,20-12-01
MI,388942,0,0,9564,20-11-30
MI,378152,0,0,9467,20-11-29
MI,378152,0,0,9467,20-11-28
MI,369801,0,0,9357,20-11-27
MI,352433,0,0,9170,20-11-26
MI,352433,0,0,9170,20-11-25
MI,347746,0,0,9094,20-11-24
MI,340964,0,0,8940,20-11-23
MI,329021,0,0,8875,20-11-22
MI,329021,0,0,8875,20-11-21
MI,321181,0,0,8774,20-11-20
MI,311041,0,0,8717,20-11-19
MI,303058,0,0,8573,20-11-18
MI,296840,0,0,8511,20-11-17
MI,288954,0,0,8431,20-11-16
MI,275792,0,0,8376,20-11-15
MI,275792,0,0,8376,20-11-14
MI,268362,0,0,8308,20-11-13
MI,259183,0,0,8185,20-11-12
MI,251872,0,0,8136,20-11-11
MI,245252,0,0,8094,20-11-10
MI,238308,0,0,8008,20-11-09
MI,229003,0,0,7945,20-11-08
MI,229003,0,0,7945,20-11-07
MI,222509,0,0,7880,20-11-06
MI,218263,0,0,7833,20-11-05
MI,212160,0,0,7782,20-11-04
MI,207763,0,0,7761,20-11-03
MI,204326,0,0,7716,20-11-02
MI,197406,0,0,7699,20-11-01
MI,197406,0,0,7699,20-10-31
MI,193388,0,0,7665,20-10-30
MI,190043,0,0,7653,20-10-29
MI,185934,0,0,7606,20-10-28
MI,182344,0,0,7585,20-10-27
MI,179669,0,0,7552,20-10-26
MI,175612,0,0,7522,20-10-25
MI,175612,0,0,7522,20-10-24
MI,172122,0,0,7484,20-10-23
MI,170076,0,0,7464,20-10-22
MI,167872,0,0,7418,20-10-21
MI,165994,0,0,7383,20-10-20
MI,164123,0,0,7363,20-10-19
MI,159119,0,0,7317,20-10-18
MI,159119,0,0,7317,20-10-17
MI,159119,0,0,7317,20-10-16
MI,156913,0,0,7302,20-10-15
MI,154455,0,0,7268,20-10-14
MI,152862,0,0,7255,20-10-13
MI,151396,0,0,7225,20-10-12
MI,149464,0,0,7219,20-10-11
MI,149464,0,0,7219,20-10-10
MI,147816,0,0,7200,20-10-09
MI,146493,0,0,7193,20-10-08
MI,145092,0,0,7169,20-10-07
MI,143878,0,0,7161,20-10-06
MI,142726,0,0,7139,20-10-05
MI,141271,0,0,7124,20-10-04
MI,141271,0,0,7124,20-10-03
MI,139996,0,0,7110,20-10-02
MI,139012,0,0,7102,20-10-01
MI,138014,0,0,7083,20-09-30
MI,136820,0,0,7072,20-09-29
MI,135702,0,0,7051,20-09-28
MI,134373,0,0,7044,20-09-27
MI,134373,0,0,7044,20-09-26
MI,133377,0,0,7027,20-09-25
MI,132337,0,0,7019,20-09-24
MI,131259,0,0,7013,20-09-23
MI,130357,0,0,6997,20-09-22
MI,129662,0,0,6981,20-09-21
MI,128087,0,0,6969,20-09-20
MI,128087,0,0,6969,20-09-19
MI,127500,0,0,6954,20-09-18
MI,126722,0,0,6955,20-09-17
MI,125742,0,0,6943,20-09-16
MI,124969,0,0,6932,20-09-15
MI,124287,0,0,6921,20-09-14
MI,123058,0,0,6911,20-09-13
MI,123058,0,0,6911,20-09-12
MI,122251,0,0,6900,20-09-11
MI,120846,0,0,6894,20-09-10
MI,119863,0,0,6887,20-09-09
MI,118902,0,0,6811,20-09-08
MI,118403,0,0,6810,20-09-07
MI,117191,0,0,6806,20-09-06
MI,117191,0,0,6806,20-09-05
MI,116295,0,0,6798,20-09-04
MI,115242,0,0,6791,20-09-03
MI,114468,0,0,6781,20-09-02
MI,113820,0,0,6767,20-09-01
MI,113025,0,0,6753,20-08-31
MI,112526,0,0,6748,20-08-30
MI,111136,0,0,6712,20-08-29
MI,111136,0,0,6712,20-08-28
MI,110343,0,0,6706,20-08-27
MI,109480,0,0,6690,20-08-26
MI,108637,0,0,6684,20-08-25
MI,107686,0,0,6663,20-08-24
MI,106808,0,0,6659,20-08-23
MI,106044,0,0,6655,20-08-22
MI,104618,0,0,6634,20-08-21
MI,104618,0,0,6634,20-08-20
MI,104091,0,0,6618,20-08-19
MI,103403,0,0,6608,20-08-18
MI,102749,0,0,6592,20-08-17
MI,102259,0,0,6592,20-08-16
MI,101782,0,0,6586,20-08-15
MI,100724,0,0,6566,20-08-14
MI,99856,0,0,6555,20-08-13
MI,98689,0,0,6539,20-08-12
MI,98213,0,0,6533,20-08-11
MI,97306,0,0,6526,20-08-10
MI,96726,0,0,6519,20-08-09
MI,96191,0,0,6520,20-08-08
MI,95470,0,0,6524,20-08-07
MI,94656,0,0,6506,20-08-06
MI,93893,0,0,6478,20-08-05
MI,93175,0,0,6471,20-08-04
MI,92374,0,0,6463,20-08-03
MI,91761,0,0,6457,20-08-02
MI,91332,0,0,6457,20-08-01
MI,90574,0,0,6450,20-07-31
MI,89781,0,0,6443,20-07-30
MI,88974,0,0,6422,20-07-29
MI,87958,0,0,6421,20-07-28
MI,87173,0,0,6405,20-07-27
MI,86661,0,0,6400,20-07-26
MI,85072,0,0,6400,20-07-25
MI,85072,0,0,6400,20-07-24
MI,84431,0,0,6395,20-07-23
MI,83730,0,0,6388,20-07-22
MI,83059,0,0,6382,20-07-21
MI,82395,0,0,6373,20-07-20
MI,81868,0,0,6366,20-07-19
MI,81338,0,0,6364,20-07-18
MI,80593,0,0,6355,20-07-17
MI,79839,0,0,6348,20-07-16
MI,78913,0,0,6330,20-07-15
MI,77864,0,0,6326,20-07-14
MI,77198,0,0,6321,20-07-13
MI,76776,0,0,6314,20-07-12
MI,76370,0,0,6313,20-07-11
MI,75685,0,0,6285,20-07-10
MI,75063,0,0,6271,20-07-09
MI,74551,0,0,6262,20-07-08
MI,73900,0,0,6251,20-07-07
MI,73269,0,0,6221,20-07-06
MI,72941,0,0,6218,20-07-05
MI,72581,0,0,6218,20-07-04
MI,72175,0,0,6215,20-07-03
MI,71678,0,0,6212,20-07-02
MI,71089,0,0,6198,20-07-01
MI,70728,0,0,6193,20-06-30
MI,70223,0,0,6161,20-06-29
MI,69946,0,0,6158,20-06-28
MI,69679,0,0,6153,20-06-27
MI,69329,0,0,6134,20-06-26
MI,68989,0,0,6133,20-06-25
MI,68555,0,0,6114,20-06-24
MI,68197,0,0,6109,20-06-23
MI,67957,0,0,6097,20-06-22
MI,67711,0,0,6090,20-06-21
MI,67545,0,0,6087,20-06-20
MI,67097,0,0,6067,20-06-19
MI,66798,0,0,6061,20-06-18
MI,66497,0,0,6036,20-06-17
MI,66269,0,0,6034,20-06-16
MI,66085,0,0,6017,20-06-15
MI,66054,0,0,6016,20-06-14
MI,65836,0,0,6013,20-06-13
MI,65672,0,0,5990,20-06-12
MI,65449,0,0,5985,20-06-11
MI,65182,0,0,5952,20-06-10
MI,65167,0,0,5951,20-06-09
MI,65104,0,0,5942,20-06-08
MI,64969,0,0,5927,20-06-07
MI,64914,0,0,5916,20-06-06
MI,64821,0,0,5909,20-06-05
MI,64616,0,0,5901,20-06-04
MI,64382,0,0,5884,20-06-03
MI,64103,0,0,5869,20-06-02
MI,63813,0,0,5843,20-06-01
MI,63568,0,0,5818,20-05-31
MI,63321,0,0,5802,20-05-30
MI,63116,0,0,5778,20-05-29
MI,62797,0,0,5751,20-05-28
MI,62461,0,0,5727,20-05-27
MI,62075,0,0,5703,20-05-26
MI,61632,0,0,5678,20-05-25
MI,61457,0,0,5640,20-05-24
MI,61293,0,0,5612,20-05-23
MI,61075,0,0,5586,20-05-22
MI,60610,0,0,5555,20-05-21
MI,60151,0,0,5514,20-05-20
MI,59576,0,0,5470,20-05-19
MI,58812,0,0,5427,20-05-18
MI,58278,0,0,5396,20-05-17
MI,58023,0,0,5357,20-05-16
MI,57687,0,0,5325,20-05-15
MI,57036,0,0,5278,20-05-14
MI,56458,0,0,5232,20-05-13
MI,55641,0,0,5188,20-05-12
MI,54004,0,0,5139,20-05-11
MI,53033,0,0,5081,20-05-10
MI,52732,0,0,5036,20-05-09
MI,52349,0,0,4987,20-05-08
MI,51731,0,0,4925,20-05-07
MI,51131,0,0,4839,20-05-06
MI,50497,0,0,4781,20-05-05
MI,49809,0,0,4722,20-05-04
MI,49029,0,0,4641,20-05-03
MI,48672,0,0,4579,20-05-02
MI,48240,0,0,4520,20-05-01
MI,47505,0,0,4434,20-04-30
MI,46488,0,0,4335,20-04-29
MI,45538,0,0,4247,20-04-28
MI,44709,0,0,4148,20-04-27
MI,43789,0,0,4036,20-04-26
MI,43263,0,0,3929,20-04-25
MI,42730,0,0,3818,20-04-24
MI,41694,0,0,3711,20-04-23
MI,40705,0,0,3602,20-04-22
MI,39589,0,0,3471,20-04-21
MI,38494,0,0,3347,20-04-20
MI,37557,0,0,3236,20-04-19
MI,37029,0,0,3107,20-04-18
MI,36320,0,0,2984,20-04-17
MI,35455,0,0,2841,20-04-16
MI,34533,0,0,2672,20-04-15
MI,33613,0,0,2532,20-04-14
MI,32702,0,0,2391,20-04-13
MI,31666,0,0,2249,20-04-12
MI,30980,0,0,2081,20-04-11
MI,30172,0,0,1917,20-04-10
MI,29096,0,0,1756,20-04-09
MI,28064,0,0,1600,20-04-08
MI,26964,0,0,1449,20-04-07
MI,25785,0,0,1291,20-04-06
MI,24458,0,0,1150,20-04-05
MI,23581,0,0,1030,20-04-04
MI,22579,0,0,918,20-04-03
MI,21376,0,0,801,20-04-02
MI,20246,0,0,676,20-04-01
MI,18654,0,0,551,20-03-31
MI,17363,0,0,437,20-03-30
MI,15784,0,0,351,20-03-29
MI,14865,0,0,283,20-03-28
MI,13799,0,0,212,20-03-27
MI,12475,0,0,159,20-03-26
MI,11335,0,0,111,20-03-25
MI,10155,0,0,86,20-03-24
MI,9062,0,0,57,20-03-23
MI,7822,0,0,36,20-03-22
MI,7023,0,0,23,20-03-21
MI,6219,0,0,13,20-03-20
MI,5276,0,0,10,20-03-19
MI,4531,0,0,5,20-03-18
MI,3659,0,0,2,20-03-17
MI,2895,0,0,2,20-03-16
MI,2188,0,0,1,20-03-15
MI,1728,0,0,1,20-03-14
MI,1361,0,0,1,20-03-13
MI,997,0,0,1,20-03-12
MI,727,0,0,0,20-03-11
MI,528,0,0,0,20-03-10
MI,372,0,0,0,20-03-09
MI,251,0,0,0,20-03-08
MI,188,0,0,0,20-03-07
MI,140,0,0,0,20-03-06
MI,100,0,0,0,20-03-05
MI,74,0,0,0,20-03-04
MI,50,0,0,0,20-03-03
MI,27,0,0,0,20-03-02
MI,14,0,0,0,20-03-01
MN,490011,3058514,25978,6550,21-03-07
MN,489116,3050296,25976,6546,21-03-06
MN,488170,3043308,25938,6534,21-03-05
MN,487374,3035998,25896,6521,21-03-04
MN,486434,3021554,25863,6507,21-03-03
MN,485655,3017033,25826,6490,21-03-02
MN,485230,3015197,25727,6486,21-03-01
MN,484594,3008703,25719,6483,21-02-28
MN,483790,2999036,25714,6475,21-02-27
MN,482978,2993564,25683,6462,21-02-26
MN,481831,2984254,25625,6450,21-02-25
MN,480845,2972750,25579,6443,21-02-24
MN,480091,2967997,25528,6434,21-02-23
MN,479591,2965954,25478,6433,21-02-22
MN,479036,2960755,25455,6432,21-02-21
MN,478157,2950728,25426,6423,21-02-20
MN,477287,2943682,25368,6412,21-02-19
MN,476292,2932333,25341,6404,21-02-18
MN,475379,2925345,25287,6390,21-02-17
MN,474621,2920955,25243,6380,21-02-16
MN,474169,2918968,25197,6378,21-02-15
MN,473567,2913838,25156,6376,21-02-14
MN,472791,2904883,25116,6369,21-02-13
MN,471851,2897730,25047,6362,21-02-12
MN,470803,2888377,24989,6343,21-02-11
MN,469905,2878711,24924,6319,21-02-10
MN,469254,2874496,24863,6308,21-02-09
MN,468682,2873714,24780,6302,21-02-08
MN,468118,2867356,24745,6299,21-02-07
MN,467217,2859680,24686,6289,21-02-06
MN,466224,2851397,24617,6273,21-02-05
MN,465176,2844268,24565,6251,21-02-04
MN,463766,2832737,24493,6234,21-02-03
MN,463132,2828288,24447,6210,21-02-02
MN,462528,2828505,24352,6202,21-02-01
MN,461807,2822522,24308,6200,21-01-31
MN,460819,2812091,24269,6187,21-01-30
MN,459747,2803986,24200,6168,21-01-29
MN,458633,2794018,24126,6140,21-01-28
MN,457317,2782547,24073,6124,21-01-27
MN,456490,2777527,24014,6106,21-01-26
MN,455783,2777761,23932,6098,21-01-25
MN,454989,2770487,23884,6095,21-01-24
MN,453808,2758759,23865,6063,21-01-23
MN,452268,2747425,23767,6032,21-01-22
MN,450762,2738635,23676,6011,21-01-21
MN,449492,2731020,23608,5979,21-01-20
MN,448268,2726619,23517,5945,21-01-19
MN,447349,2722732,23428,5939,21-01-18
MN,446380,2716751,23367,5927,21-01-17
MN,445047,2707239,23291,5887,21-01-16
MN,443562,2698918,23185,5850,21-01-15
MN,441935,2688300,23113,5817,21-01-14
MN,440354,2681279,23018,5774,21-01-13
MN,438867,2675128,22931,5724,21-01-12
MN,437552,2668341,22815,5711,21-01-11
MN,436572,2662824,22763,5707,21-01-10
MN,434413,2649903,22699,5663,21-01-09
MN,431944,2638631,22617,5620,21-01-08
MN,429570,2628238,22541,5572,21-01-07
MN,427587,2620027,22437,5528,21-01-06
MN,425261,2614260,22337,5461,21-01-05
MN,423688,2611502,22180,5443,21-01-04
MN,420544,2611623,22095,5430,21-01-03
MN,417832,2579703,21984,5377,21-01-02
MN,415302,2571846,21864,5323,21-01-01
MN,415302,2571846,21864,5323,20-12-31
MN,413107,2562079,21748,5262,20-12-30
MN,411110,2555754,21605,5196,20-12-29
MN,410138,2555450,21420,5160,20-12-28
MN,409061,2551921,21315,5147,20-12-27
MN,406545,2524852,21213,5107,20-12-26
MN,404403,2511898,21105,5050,20-12-25
MN,404403,2511898,21105,5050,20-12-24
MN,402519,2499768,20963,4971,20-12-23
MN,401011,2493097,20816,4896,20-12-22
MN,399311,2483215,20629,4872,20-12-21
MN,397319,2473950,20547,4850,20-12-20
MN,394635,2454140,20468,4780,20-12-19
MN,391889,2446226,20323,4723,20-12-18
MN,389171,2430688,20172,4658,20-12-17
MN,386412,2418391,19980,4575,20-12-16
MN,384164,2413759,19785,4483,20-12-15
MN,381841,2403588,19638,4462,20-12-14
MN,378823,2390820,19536,4444,20-12-13
MN,375398,2378504,19428,4359,20-12-12
MN,370968,2365194,19251,4292,20-12-11
MN,367218,2350622,19029,4198,20-12-10
MN,363719,2340425,18809,4109,20-12-09
MN,359203,2328808,18594,4027,20-12-08
MN,356152,2321587,18358,4005,20-12-07
MN,350862,2301135,18233,3984,20-12-06
MN,345281,2281378,18059,3920,20-12-05
MN,338973,2269217,17828,3845,20-12-04
MN,333626,2250748,17623,3784,20-12-03
MN,327477,2236442,17378,3692,20-12-02
