state,positive,negative,hospitalized,death,date
AK,56886,0,1293,305,21-03-07
AK,56886,0,1293,305,21-03-06
AK,56886,0,1293,305,21-03-05
AK,56745,0,1290,303,21-03-04
AK,56605,0,1285,303,21-03-03
AK,56428,0,1286,302,21-03-02
AK,56339,0,1279,300,21-03-01
AK,55989,0,1277,290,21-02-28
AK,55989,0,1277,290,21-02-27
AK,55989,0,1277,290,21-02-26
AK,55886,0,1271,290,21-02-25
AK,55736,0,1260,290,21-02-24
AK,55560,0,1260,290,21-02-23
AK,55507,0,1251,290,21-02-22
AK,55198,0,1243,289,21-02-21
AK,55198,0,1243,289,21-02-20
AK,55198,0,1243,289,21-02-19
AK,55009,0,1243,288,21-02-18
AK,54799,0,1238,288,21-02-17
AK,54736,0,1233,287,21-02-16
AK,54282,0,1230,282,21-02-15
AK,54282,0,1230,282,21-02-14
AK,54282,0,1230,282,21-02-13
AK,54282,0,1230,282,21-02-12
AK,54134,0,1227,280,21-02-11
AK,53991,0,1224,280,21-02-10
AK,53809,0,1223,280,21-02-09
AK,53694,0,1219,279,21-02-08
AK,53279,0,1219,279,21-02-07
AK,53279,0,1219,279,21-02-06
AK,53279,0,1219,279,21-02-05
AK,53114,0,1214,279,21-02-04
AK,52956,0,1213,279,21-02-03
AK,52775,0,1209,279,21-02-02
AK,52668,0,1205,262,21-02-01
AK,52598,0,1205,262,21-01-31
AK,52470,0,1205,262,21-01-30
AK,52335,0,1202,262,21-01-29
AK,52150,0,1201,262,21-01-28
AK,51951,0,1200,261,21-01-27
AK,51778,0,1194,260,21-01-26
AK,51693,0,1185,259,21-01-25
AK,51610,0,1185,259,21-01-24
AK,51445,0,1184,259,21-01-23
AK,51204,0,1184,254,21-01-22
AK,50941,0,1177,254,21-01-21
AK,50732,0,1170,253,21-01-20
AK,50572,0,1162,230,21-01-19
AK,50447,0,1153,229,21-01-18
AK,50296,0,1153,229,21-01-17
AK,50017,0,1152,229,21-01-16
AK,49835,0,1152,229,21-01-15
AK,49535,0,1149,228,21-01-14
AK,49203,0,1138,226,21-01-13
AK,48797,0,1104,224,21-01-12
AK,48797,0,1104,224,21-01-11
AK,48624,0,1101,224,21-01-10
AK,48374,0,1100,224,21-01-09
AK,48063,0,1095,223,21-01-08
AK,47660,0,1084,223,21-01-07
AK,47334,0,1074,220,21-01-06
AK,47006,0,1056,218,21-01-05
AK,46812,0,1033,218,21-01-04
AK,46552,0,1033,215,21-01-03
AK,46262,0,1030,215,21-01-02
AK,45461,0,1023,206,21-01-01
AK,45461,0,1023,206,20-12-31
AK,44966,0,1017,203,20-12-30
AK,44581,0,1004,201,20-12-29
AK,44406,0,994,200,20-12-28
AK,44280,0,992,200,20-12-27
AK,43990,0,991,200,20-12-26
AK,43629,0,983,199,20-12-25
AK,43629,0,983,199,20-12-24
AK,43361,0,961,197,20-12-23
AK,43001,0,948,194,20-12-22
AK,42563,0,937,184,20-12-21
AK,42413,0,935,184,20-12-20
AK,42235,0,935,184,20-12-19
AK,41905,0,928,183,20-12-18
AK,41418,0,921,183,20-12-17
AK,41041,0,921,181,20-12-16
AK,40438,0,908,179,20-12-15
AK,40160,0,889,176,20-12-14
AK,39738,0,886,176,20-12-13
AK,39101,0,883,176,20-12-12
AK,38584,0,869,158,20-12-11
AK,37962,0,860,155,20-12-10
AK,37342,0,847,150,20-12-09
AK,36758,0,827,146,20-12-08
AK,36196,0,805,146,20-12-07
AK,35720,0,799,143,20-12-06
AK,34963,0,799,143,20-12-05
AK,34041,0,794,142,20-12-04
AK,33291,0,783,130,20-12-03
AK,32531,0,768,122,20-12-02
AK,31834,0,749,122,20-12-01
AK,31323,0,725,121,20-11-30
AK,30816,0,722,121,20-11-29
AK,30204,0,721,121,20-11-28
AK,29554,0,691,119,20-11-27
AK,28892,0,688,119,20-11-26
AK,28339,0,663,116,20-11-25
AK,27669,0,631,116,20-11-24
AK,27085,0,617,103,20-11-23
AK,26587,0,612,103,20-11-22
AK,26044,0,612,102,20-11-21
AK,25369,0,606,101,20-11-20
AK,24909,0,593,101,20-11-19
AK,24419,0,584,100,20-11-18
AK,23874,0,562,100,20-11-17
AK,23240,0,559,98,20-11-16
AK,22662,0,550,98,20-11-15
AK,22020,0,543,98,20-11-14
AK,21286,0,542,96,20-11-13
AK,20702,0,537,96,20-11-12
AK,20221,0,528,96,20-11-11
AK,19734,0,520,92,20-11-10
AK,19196,0,514,84,20-11-09
AK,18732,0,509,84,20-11-08
AK,18221,0,499,84,20-11-07
AK,17618,0,491,84,20-11-06
AK,17111,0,482,84,20-11-05
AK,16798,0,476,84,20-11-04
AK,16390,0,472,84,20-11-03
AK,16007,0,470,84,20-11-02
AK,15663,0,462,83,20-11-01
AK,15312,0,455,82,20-10-31
AK,14858,0,448,81,20-10-30
AK,14481,0,442,77,20-10-29
AK,14131,0,434,71,20-10-28
AK,13779,0,425,70,20-10-27
AK,13391,0,424,68,20-10-26
AK,13041,0,421,68,20-10-25
AK,12523,0,419,68,20-10-24
AK,12167,0,415,68,20-10-23
AK,11919,0,401,68,20-10-22
AK,11680,0,395,68,20-10-21
AK,11456,0,389,67,20-10-20
AK,11225,0,387,67,20-10-19
AK,11021,0,383,67,20-10-18
AK,10811,0,377,67,20-10-17
AK,10601,0,373,66,20-10-16
AK,10380,0,365,65,20-10-15
AK,10214,0,356,64,20-10-14
AK,10059,0,355,60,20-10-13
AK,9903,0,352,60,20-10-12
AK,9712,0,345,60,20-10-11
AK,9462,0,341,60,20-10-10
AK,9232,0,339,60,20-10-09
AK,9045,0,337,60,20-10-08
AK,8911,0,333,59,20-10-07
AK,8790,0,328,58,20-10-06
AK,8643,0,325,58,20-10-05
AK,8447,0,324,58,20-10-04
AK,8306,0,322,58,20-10-03
AK,8167,0,320,57,20-10-02
AK,8026,0,317,57,20-10-01
AK,7889,0,315,56,20-09-30
AK,7785,0,313,56,20-09-29
AK,7663,0,309,56,20-09-28
AK,7549,0,308,56,20-09-27
AK,7439,0,304,52,20-09-26
AK,7320,0,302,51,20-09-25
AK,7194,0,300,45,20-09-24
AK,7063,0,296,45,20-09-23
AK,6987,0,295,45,20-09-22
AK,6930,0,292,45,20-09-21
AK,6860,0,287,45,20-09-20
AK,6752,0,283,45,20-09-19
AK,6658,0,283,45,20-09-18
AK,6551,0,280,44,20-09-17
AK,6443,0,279,44,20-09-16
AK,6393,0,278,44,20-09-15
AK,6350,0,275,44,20-09-14
AK,6275,0,272,44,20-09-13
AK,6214,0,271,44,20-09-12
AK,6111,0,270,43,20-09-11
AK,6022,0,270,42,20-09-10
AK,5908,0,268,42,20-09-09
AK,5843,0,265,42,20-09-08
AK,5810,0,260,42,20-09-07
AK,5776,0,256,42,20-09-06
AK,5681,0,256,42,20-09-05
AK,5594,0,252,40,20-09-04
AK,5475,0,252,40,20-09-03
AK,5387,0,247,39,20-09-02
AK,5321,0,246,39,20-09-01
AK,5286,0,241,37,20-08-31
AK,5250,0,241,37,20-08-30
AK,5207,0,240,37,20-08-29
AK,5114,0,239,37,20-08-28
AK,4998,0,236,37,20-08-27
AK,4914,0,235,37,20-08-26
AK,4862,0,233,36,20-08-25
AK,4829,0,228,32,20-08-24
AK,4758,0,225,32,20-08-23
AK,4692,0,223,31,20-08-22
AK,4604,0,220,30,20-08-21
AK,4535,0,218,29,20-08-20
AK,4452,0,214,29,20-08-19
AK,4379,0,208,29,20-08-18
AK,4313,0,206,28,20-08-17
AK,4263,0,203,28,20-08-16
AK,4162,0,197,28,20-08-15
AK,4078,0,193,27,20-08-14
AK,3978,0,191,27,20-08-13
AK,3896,0,186,27,20-08-12
AK,3835,0,181,26,20-08-11
AK,3786,0,180,26,20-08-10
AK,3718,0,176,26,20-08-09
AK,3621,0,172,26,20-08-08
AK,3542,0,167,25,20-08-07
AK,3487,0,164,25,20-08-06
AK,3447,0,161,25,20-08-05
AK,3392,0,158,25,20-08-04
AK,3331,0,156,25,20-08-03
AK,3273,0,154,24,20-08-02
AK,3137,0,153,24,20-08-01
AK,2993,0,151,23,20-07-31
AK,2887,0,147,23,20-07-30
AK,2803,0,145,22,20-07-29
AK,2735,0,143,22,20-07-28
AK,2627,0,138,21,20-07-27
AK,2533,0,135,20,20-07-26
AK,2348,0,132,20,20-07-25
AK,2260,0,126,19,20-07-24
AK,2203,0,124,19,20-07-23
AK,2139,0,118,19,20-07-22
AK,2045,0,113,18,20-07-21
AK,1955,0,111,18,20-07-20
AK,1882,0,110,18,20-07-19
AK,1799,0,107,18,20-07-18
AK,1737,0,105,17,20-07-17
AK,1695,0,103,17,20-07-16
AK,1631,0,102,17,20-07-15
AK,1580,0,98,17,20-07-14
AK,1537,0,96,17,20-07-13
AK,1478,0,95,17,20-07-12
AK,1386,0,93,17,20-07-11
AK,1323,0,90,17,20-07-10
AK,1273,0,87,17,20-07-09
AK,1226,0,84,17,20-07-08
AK,1186,0,80,17,20-07-07
AK,1168,0,78,16,20-07-06
AK,1141,0,75,16,20-07-05
AK,1114,0,71,16,20-07-04
AK,1065,0,69,15,20-07-03
AK,1020,0,68,14,20-07-02
AK,982,0,68,14,20-07-01
AK,944,0,68,14,20-06-30
AK,908,0,68,14,20-06-29
AK,887,0,68,14,20-06-28
AK,858,0,67,14,20-06-27
AK,839,0,67,14,20-06-26
AK,821,0,67,12,20-06-25
AK,797,0,67,12,20-06-24
AK,783,0,66,12,20-06-23
AK,767,0,65,12,20-06-22
AK,761,0,65,12,20-06-21
AK,750,0,65,12,20-06-20
AK,729,0,63,12,20-06-19
AK,713,0,61,12,20-06-18
AK,701,0,61,12,20-06-17
AK,681,0,61,12,20-06-16
AK,668,0,60,12,20-06-15
AK,665,0,57,12,20-06-14
AK,656,0,56,12,20-06-13
AK,630,0,55,12,20-06-12
AK,616,0,54,11,20-06-11
AK,598,0,53,11,20-06-10
AK,578,0,53,11,20-06-09
AK,567,0,53,10,20-06-08
AK,549,0,53,10,20-06-07
AK,541,0,53,10,20-06-06
AK,529,0,53,10,20-06-05
AK,518,0,52,10,20-06-04
AK,508,0,52,10,20-06-03
AK,490,0,51,10,20-06-02
AK,470,0,50,10,20-06-01
AK,463,0,50,10,20-05-31
AK,435,0,50,10,20-05-30
AK,432,0,50,10,20-05-29
AK,427,0,49,10,20-05-28
AK,414,0,49,10,20-05-27
AK,413,0,49,10,20-05-26
AK,411,0,49,10,20-05-25
AK,410,0,49,10,20-05-24
AK,410,0,49,10,20-05-23
AK,406,0,49,10,20-05-22
AK,404,0,47,10,20-05-21
AK,404,0,46,10,20-05-20
AK,401,0,46,10,20-05-19
AK,401,0,46,10,20-05-18
AK,398,0,46,10,20-05-17
AK,394,0,45,10,20-05-16
AK,390,0,43,10,20-05-15
AK,389,0,42,10,20-05-14
AK,384,0,41,10,20-05-13
AK,383,0,41,10,20-05-12
AK,381,0,41,10,20-05-11
AK,379,0,41,10,20-05-10
AK,378,0,41,10,20-05-09
AK,377,0,41,10,20-05-08
AK,374,0,41,10,20-05-07
AK,372,0,41,10,20-05-06
AK,371,0,40,9,20-05-05
AK,370,0,39,9,20-05-04
AK,368,0,39,9,20-05-03
AK,365,0,39,9,20-05-02
AK,364,0,39,9,20-05-01
AK,355,0,38,9,20-04-30
AK,355,0,38,9,20-04-29
AK,351,0,38,9,20-04-28
AK,345,0,37,9,20-04-27
AK,341,0,37,9,20-04-26
AK,339,0,37,9,20-04-25
AK,339,0,37,9,20-04-24
AK,337,0,37,9,20-04-23
AK,335,0,37,9,20-04-22
AK,329,0,37,9,20-04-21
AK,321,0,37,9,20-04-20
AK,319,0,37,9,20-04-19
AK,314,0,37,9,20-04-18
AK,309,0,37,9,20-04-17
AK,300,0,36,9,20-04-16
AK,293,0,33,9,20-04-15
AK,285,0,33,9,20-04-14
AK,277,0,33,8,20-04-13
AK,272,0,33,8,20-04-12
AK,257,0,32,8,20-04-11
AK,246,0,30,7,20-04-10
AK,235,0,30,7,20-04-09
AK,226,0,28,7,20-04-08
AK,213,0,26,6,20-04-07
AK,191,0,25,6,20-04-06
AK,185,0,21,6,20-04-05
AK,171,0,17,5,20-04-04
AK,160,0,17,3,20-04-03
AK,149,0,16,3,20-04-02
AK,141,0,15,3,20-04-01
AK,128,0,12,3,20-03-31
AK,118,0,10,3,20-03-30
AK,110,0,10,2,20-03-29
AK,91,0,10,2,20-03-28
AK,74,0,6,1,20-03-27
AK,63,0,4,1,20-03-26
AK,49,0,3,1,20-03-25
AK,42,0,2,0,20-03-24
AK,38,0,1,0,20-03-23
AK,25,0,1,0,20-03-22
AK,15,0,1,0,20-03-21
AK,14,0,1,0,20-03-20
AK,11,0,1,0,20-03-19
AK,8,0,1,0,20-03-18
AK,3,0,1,0,20-03-17
AK,0,0,1,0,20-03-16
AK,0,0,1,0,20-03-15
AK,0,0,1,0,20-03-14
AK,0,0,1,0,20-03-13
AK,0,0,1,0,20-03-12
AK,0,0,1,0,20-03-11
AK,0,0,1,0,20-03-10
AK,0,0,1,0,20-03-09
AK,0,0,0,0,20-03-08
AK,0,0,0,0,20-03-07
AK,0,0,0,0,20-03-06
AL,499819,1931711,45976,10148,21-03-07
AL,499411,1929624,45976,10149,21-03-06
AL,498887,1924758,45976,10122,21-03-05
AL,498076,1920535,45807,10094,21-03-04
AL,497154,1915545,45723,10029,21-03-03
AL,494421,1908302,45699,9991,21-03-02
AL,493769,1905141,45648,9931,21-03-01
AL,493252,1903691,45428,9929,21-02-28
AL,492683,1900915,45428,9930,21-02-27
AL,491849,1896419,45428,9869,21-02-26
AL,491110,1891548,45312,9831,21-02-25
AL,490220,1885151,45250,9744,21-02-24
AL,488973,1882180,45250,9660,21-02-23
AL,487520,1877930,45128,9592,21-02-22
AL,486843,1875829,44767,9592,21-02-21
AL,485986,1872725,44767,9590,21-02-20
AL,485212,1867861,44767,9573,21-02-19
AL,484365,1863597,44767,9424,21-02-18
AL,483167,1859516,44541,9346,21-02-17
AL,482488,1857088,44541,9257,21-02-16
AL,481605,1853838,44342,9244,21-02-15
AL,480931,1851608,44148,9242,21-02-14
AL,479856,1848558,44148,9242,21-02-13
AL,478667,1842516,44148,9180,21-02-12
AL,477570,1836625,43906,9021,21-02-11
AL,476067,1830673,43685,8888,21-02-10
AL,474666,1825185,43499,8579,21-02-09
AL,473348,1820080,43383,8523,21-02-08
AL,472423,1816273,43005,8515,21-02-07
AL,471311,1811811,43005,8513,21-02-06
AL,469319,1781911,43005,8449,21-02-05
AL,467823,1781911,42811,8365,21-02-04
AL,465056,1774101,42727,8203,21-02-03
AL,462938,1769438,42328,7894,21-02-02
AL,460860,1781197,41859,7688,21-02-01
AL,459639,1778386,41859,7688,21-01-31
AL,455582,1767953,41859,7566,21-01-30
AL,455582,1767953,41483,7566,21-01-29
AL,452734,1759171,41483,7340,21-01-28
AL,449086,1751068,41483,7172,21-01-27
AL,445909,1745052,41315,6896,21-01-26
AL,443009,1740023,41069,6662,21-01-25
AL,441170,1737094,40514,6660,21-01-24
AL,439442,1730471,40514,6657,21-01-23
AL,436087,1720674,40514,6486,21-01-22
AL,432536,1715242,40277,6379,21-01-21
AL,429655,1709750,39928,6283,21-01-20
AL,426543,1702124,39504,6126,21-01-19
AL,424028,1697015,39504,6121,21-01-18
AL,422598,1693435,38763,6120,21-01-17
AL,420681,1686680,38763,6119,21-01-16
AL,417528,1680128,38763,6030,21-01-15
AL,414583,1669962,38450,5945,21-01-14
AL,410995,1662596,38229,5760,21-01-13
AL,407848,1655943,37587,5573,21-01-12
AL,404000,1649818,37587,5347,21-01-11
AL,401900,1645371,36754,5334,21-01-10
AL,399150,1637787,36754,5299,21-01-09
AL,394287,1628868,36754,5191,21-01-08
AL,389230,1620448,36411,5080,21-01-07
AL,384184,1612941,36059,4994,21-01-06
AL,379593,1605791,35430,4886,21-01-05
AL,374095,1601902,35430,4878,21-01-04
AL,371934,1600270,34373,4873,21-01-03
AL,369458,1593715,34373,4872,21-01-02
AL,365747,1590750,34373,4872,21-01-01
AL,361226,1583419,34184,4827,20-12-31
AL,356820,1575075,33831,4774,20-12-30
AL,351804,1571253,33452,4737,20-12-29
AL,347897,1566198,32999,4712,20-12-28
AL,345628,1563481,32115,4691,20-12-27
AL,343458,1560978,32115,4685,20-12-26
AL,342426,1556670,31954,4680,20-12-25
AL,338801,1550002,31954,4676,20-12-24
AL,334569,1541851,31651,4587,20-12-23
AL,329811,1532640,31305,4452,20-12-22
AL,324832,1525510,30994,4389,20-12-21
AL,322452,1521292,30224,4389,20-12-20
AL,319904,1514927,30224,4389,20-12-19
AL,315683,1507204,30224,4296,20-12-18
AL,310335,1499349,29559,4254,20-12-17
AL,305640,1491279,29559,4198,20-12-16
AL,301533,1485182,29259,4124,20-12-15
AL,297895,1478907,28913,4102,20-12-14
AL,295631,1458560,28146,4102,20-12-13
AL,292841,1458560,28146,4102,20-12-12
AL,288775,1458560,28146,4086,20-12-11
AL,284922,1449370,27618,4034,20-12-10
AL,280187,1441625,27618,3985,20-12-09
AL,276665,1435083,27323,3942,20-12-08
AL,272229,1425784,27044,3892,20-12-07
AL,269877,1421126,26331,3889,20-12-06
AL,267589,1415357,26331,3877,20-12-05
AL,264199,1407299,26331,3831,20-12-04
AL,260359,1400010,26062,3776,20-12-03
AL,256828,1390351,25821,3711,20-12-02
AL,252900,1383805,25610,3638,20-12-01
AL,249524,1376324,25338,3578,20-11-30
AL,247229,1373770,24670,3577,20-11-29
AL,244993,1369792,24670,3572,20-11-28
AL,242874,1365240,24451,3572,20-11-27
AL,241957,1361187,24401,3572,20-11-26
AL,239318,1353961,24376,3532,20-11-25
AL,236865,1347017,24160,3472,20-11-24
AL,234080,1337741,23942,3459,20-11-23
AL,232506,1330801,23449,3457,20-11-22
AL,230708,1325091,23449,3457,20-11-21
AL,228373,1316804,23449,3451,20-11-20
AL,225910,1307256,23295,3419,20-11-19
AL,223486,1294045,23088,3347,20-11-18
AL,220848,1287672,22716,3301,20-11-17
AL,219232,1281958,22716,3249,20-11-16
AL,217822,1275915,22275,3248,20-11-15
AL,215843,1271260,22275,3246,20-11-14
AL,213617,1260600,22275,3231,20-11-13
AL,210637,1245235,22190,3213,20-11-12
AL,208637,1245235,21886,3201,20-11-11
AL,206567,1231152,21886,3120,20-11-10
AL,204857,1232975,21294,3084,20-11-09
AL,203687,1229817,21294,3084,20-11-08
AL,202482,1224595,21294,3082,20-11-07
AL,200714,1217002,21294,3049,20-11-06
AL,199158,1209841,21027,3026,20-11-05
AL,197777,1203497,21027,3006,20-11-04
AL,195929,1196422,20901,2987,20-11-03
AL,194892,1190436,20450,2973,20-11-02
AL,193985,1187341,20450,2973,20-11-01
AL,192285,1181958,20450,2967,20-10-31
AL,190496,1172969,20450,2932,20-10-30
AL,189149,1165898,20246,2914,20-10-29
AL,187706,1159926,20116,2911,20-10-28
AL,186437,1153448,19974,2892,20-10-27
AL,185322,1148993,19974,2866,20-10-26
AL,184355,1144785,19595,2866,20-10-25
AL,183276,1138922,19595,2866,20-10-24
AL,180916,1133858,19595,2859,20-10-23
AL,177064,1125753,19448,2843,20-10-22
AL,174528,1120507,19330,2805,20-10-21
AL,174528,1112559,19081,2805,20-10-20
AL,173485,1107828,19081,2789,20-10-19
AL,172626,1102369,18855,2788,20-10-18
AL,171662,1098099,18855,2788,20-10-17
AL,170374,1091458,18855,2786,20-10-16
AL,169162,1085415,18635,2756,20-10-15
AL,167977,1078476,18635,2706,20-10-14
AL,167193,1074124,18440,2665,20-10-13
AL,166076,1068387,18179,2665,20-10-12
AL,165342,1064417,18179,2664,20-10-11
AL,164526,1059419,18179,2664,20-10-10
AL,163465,1052552,17989,2653,20-10-09
AL,161975,1042046,17989,2637,20-10-08
AL,161418,1038526,17915,2601,20-10-07
AL,160477,1031293,17699,2580,20-10-06
AL,159713,1026591,17699,2559,20-10-05
AL,159169,1022073,17420,2558,20-10-04
AL,158380,1016319,17420,2558,20-10-03
AL,156698,1006612,17420,2550,20-10-02
AL,155744,1000570,17257,2548,20-10-01
AL,154701,994475,17257,2540,20-09-30
AL,153554,983163,17182,2517,20-09-29
AL,152983,980291,17091,2501,20-09-28
AL,152321,975685,16852,2501,20-09-27
AL,151591,970048,16852,2501,20-09-26
AL,150658,963364,16852,2491,20-09-25
AL,148206,944747,16778,2506,20-09-24
AL,147153,938451,16698,2488,20-09-23
AL,146584,933565,16604,2457,20-09-22
AL,145780,928112,16487,2439,20-09-21
AL,144962,923366,16227,2437,20-09-20
AL,144164,918448,16227,2437,20-09-19
AL,142863,910192,16227,2428,20-09-18
AL,141757,903156,16079,2401,20-09-17
AL,141087,899684,15942,2392,20-09-16
AL,140160,892810,15756,2387,20-09-15
AL,139459,888092,15756,2355,20-09-14
AL,138755,884432,15527,2351,20-09-13
AL,137646,878723,15527,2350,20-09-12
AL,136703,874219,15527,2333,20-09-11
AL,135565,870173,15339,2301,20-09-10
AL,134417,863982,15339,2285,20-09-09
AL,133606,858789,15137,2277,20-09-08
AL,132973,855022,14914,2276,20-09-07
AL,132314,851994,14914,2276,20-09-06
AL,131803,846170,14914,2275,20-09-05
AL,130393,840020,14801,2266,20-09-04
AL,129285,836689,14801,2233,20-09-03
AL,128239,835994,14753,2217,20-09-02
AL,127616,831304,14538,2200,20-09-01
AL,126058,859229,14267,2182,20-08-31
AL,125235,855827,14267,2162,20-08-30
AL,123889,851929,14267,2152,20-08-29
AL,122185,842678,14267,2107,20-08-28
AL,121023,835786,14005,2076,20-08-27
AL,119254,824431,14005,2045,20-08-26
AL,117242,810035,13793,2037,20-08-25
AL,116710,806609,13793,2024,20-08-24
AL,115060,806609,13502,2013,20-08-23
AL,114532,801750,13502,2011,20-08-22
AL,112770,784330,13330,1990,20-08-21
AL,112449,784330,13330,1974,20-08-20
AL,111478,773868,13080,1944,20-08-19
AL,110361,757898,12958,1936,20-08-18
AL,109004,743919,12958,1925,20-08-17
AL,108433,737991,12607,1898,20-08-16
AL,107580,729437,12607,1896,20-08-15
AL,106309,718675,12456,1893,20-08-14
AL,105557,697005,12456,1890,20-08-13
AL,104786,690985,12292,1882,20-08-12
AL,103851,679838,12070,1847,20-08-11
AL,103020,677547,12070,1797,20-08-10
AL,101334,661117,11537,1768,20-08-09
AL,98387,651115,11537,1735,20-08-08
AL,98301,651115,11537,1735,20-08-07
AL,96592,643192,11313,1714,20-08-06
AL,94654,632806,11100,1695,20-08-05
AL,93702,628599,11100,1666,20-08-04
AL,92661,621390,10865,1633,20-08-03
AL,91444,614626,10521,1627,20-08-02
AL,89349,608022,10521,1603,20-08-01
AL,87723,601744,10521,1580,20-07-31
AL,85762,594346,10070,1565,20-07-30
AL,83782,584493,9893,1538,20-07-29
AL,82366,583033,9893,1491,20-07-28
AL,81115,576844,9694,1491,20-07-27
AL,79294,570392,9157,1473,20-07-26
AL,78130,563481,9157,1456,20-07-25
AL,76005,552979,9157,1438,20-07-24
AL,74212,545315,8995,1397,20-07-23
AL,71813,537675,8538,1364,20-07-22
AL,70358,530023,8538,1303,20-07-21
AL,68891,524897,8368,1291,20-07-20
AL,67011,518522,7782,1287,20-07-19
AL,65234,509261,7782,1286,20-07-18
AL,63091,500024,7584,1265,20-07-17
AL,61088,490021,7584,1230,20-07-16
AL,59067,481982,7291,1211,20-07-15
AL,57255,471834,7123,1164,20-07-14
AL,55545,464059,6745,1124,20-07-13
AL,53587,457919,6745,1121,20-07-12
AL,51947,450073,6745,1114,20-07-11
AL,50508,441708,3089,1104,20-07-10
AL,49174,421330,3039,1068,20-07-09
AL,46962,421330,3006,1058,20-07-08
AL,45785,415579,2961,1033,20-07-07
AL,44878,410217,2914,1007,20-07-06
AL,43953,405933,2909,1007,20-07-05
AL,42862,399226,2906,1007,20-07-04
AL,41865,388766,2883,1006,20-07-03
AL,40111,379617,2835,985,20-07-02
AL,38962,374991,2803,972,20-07-01
AL,38045,368607,2769,950,20-06-30
AL,37175,356118,2725,929,20-06-29
AL,35441,350839,2703,919,20-06-28
AL,35083,348943,2697,919,20-06-27
AL,34183,344140,2653,907,20-06-26
AL,33206,336252,2612,896,20-06-25
AL,32064,326695,2567,891,20-06-24
AL,31097,322941,2521,864,20-06-23
AL,30454,318656,2471,841,20-06-22
AL,30021,314657,2460,839,20-06-21
AL,29549,309974,2443,838,20-06-20
AL,29002,302323,2416,822,20-06-19
AL,28206,294328,2373,810,20-06-18
AL,27312,283411,2352,790,20-06-17
AL,26912,278512,2315,785,20-06-16
AL,26272,276402,2259,774,20-06-15
AL,25615,271840,2255,773,20-06-14
AL,24601,268651,2241,773,20-06-13
AL,23710,262675,2202,769,20-06-12
AL,22845,255981,2165,755,20-06-11
AL,21989,251068,2129,744,20-06-10
AL,21422,246317,2087,729,20-06-09
AL,20925,239066,2054,718,20-06-08
AL,20500,239066,2022,692,20-06-07
AL,20043,225601,1993,689,20-06-06
AL,19387,220086,1949,676,20-06-05
AL,19072,216227,1929,653,20-06-04
AL,18851,212743,1900,653,20-06-03
AL,18642,205160,1879,651,20-06-02
AL,18363,205160,1856,646,20-06-01
AL,17903,199650,1844,631,20-05-31
AL,17359,194842,1826,618,20-05-30
AL,16823,192060,1800,605,20-05-29
AL,16310,184171,1765,590,20-05-28
AL,15843,179951,1719,581,20-05-27
AL,15396,178363,1671,575,20-05-26
AL,14730,175585,1629,562,20-05-25
AL,14327,171472,1612,551,20-05-24
AL,13938,168738,1589,546,20-05-23
AL,13563,164205,1561,537,20-05-22
AL,13119,157620,1528,529,20-05-21
AL,12744,151706,1493,517,20-05-20
AL,12376,145190,1453,504,20-05-19
AL,12086,145037,1416,489,20-05-18
AL,11771,144579,1392,488,20-05-17
AL,11523,141971,1387,485,20-05-16
AL,11216,134847,1377,476,20-05-15
AL,10968,131017,1350,467,20-05-14
AL,10617,125755,1317,449,20-05-13
AL,10310,122908,1287,429,20-05-12
AL,10009,119435,1256,401,20-05-11
AL,9777,117644,1240,393,20-05-10
AL,9567,115927,1228,388,20-05-09
AL,9221,110893,1207,375,20-05-08
AL,8898,106275,1178,349,20-05-07
AL,8581,100935,1158,340,20-05-06
AL,8285,98481,1107,313,20-05-05
AL,8025,95092,1064,296,20-05-04
AL,7725,84775,1035,290,20-05-03
AL,7434,84775,1023,288,20-05-02
AL,7158,84775,1008,279,20-05-01
AL,7019,80177,978,269,20-04-30
AL,6842,73607,945,245,20-04-29
AL,6687,69140,911,242,20-04-28
AL,6499,67498,872,222,20-04-27
AL,6270,67281,845,216,20-04-26
AL,6137,65207,839,212,20-04-25
AL,5832,46863,768,197,20-04-24
AL,5778,46863,768,197,20-04-23
AL,5465,43295,730,194,20-04-22
AL,5231,43295,699,177,20-04-21
AL,5025,40875,641,167,20-04-20
AL,4837,40875,641,154,20-04-19
AL,4655,37883,620,146,20-04-18
AL,4530,33318,594,144,20-04-17
AL,4345,32046,553,133,20-04-16
AL,4113,29964,525,121,20-04-15
AL,3876,29241,493,110,20-04-14
AL,3734,25448,457,99,20-04-13
AL,3525,18058,437,93,20-04-12
AL,3191,18058,402,91,20-04-11
AL,2968,18058,368,80,20-04-10
AL,2769,18058,333,74,20-04-09
AL,2369,16753,314,66,20-04-08
AL,2119,12797,271,56,20-04-07
AL,1968,12797,240,50,20-04-06
AL,1796,11282,231,45,20-04-05
AL,1580,9273,212,43,20-04-04
AL,1432,8187,0,35,20-04-03
AL,1233,7503,0,32,20-04-02
AL,1077,6697,0,26,20-04-01
AL,981,6298,0,13,20-03-31
AL,859,5694,0,6,20-03-30
AL,806,4184,0,4,20-03-29
AL,696,4184,0,3,20-03-28
AL,587,4184,0,3,20-03-27
AL,506,3593,0,1,20-03-26
AL,283,2529,0,0,20-03-25
AL,215,2106,0,0,20-03-24
AL,167,1665,0,0,20-03-23
AL,138,1464,0,0,20-03-22
AL,124,28,0,0,20-03-21
AL,81,28,0,0,20-03-20
