2/16/2021,AL,9257,44541,1857088,482488
2/15/2021,AL,9244,44342,1853838,481605
2/14/2021,AL,9242,44148,1851608,480931
2/13/2021,AL,9242,44148,1848558,479856
2/12/2021,AL,9180,44148,1842516,478667
2/11/2021,AL,9021,43906,1836625,477570
2/10/2021,AL,8888,43685,1830673,476067
2/9/2021,AL,8579,43499,1825185,474666
2/8/2021,AL,8523,43383,1820080,473348
2/7/2021,AL,8515,43005,1816273,472423
2/6/2021,AL,8513,43005,1811811,471311
2/5/2021,AL,8449,43005,1781911,469319
2/4/2021,AL,8365,42811,1781911,467823
2/3/2021,AL,8203,42727,1774101,465056
2/2/2021,AL,7894,42328,1769438,462938
2/1/2021,AL,7688,41859,1781197,460860
1/31/2021,AL,7688,41859,1778386,459639
1/30/2021,AL,7566,41859,1767953,455582
1/29/2021,AL,7566,41483,1767953,455582
1/28/2021,AL,7340,41483,1759171,452734
1/27/2021,AL,7172,41483,1751068,449086
1/26/2021,AL,6896,41315,1745052,445909
1/25/2021,AL,6662,41069,1740023,443009
1/24/2021,AL,6660,40514,1737094,441170
1/23/2021,AL,6657,40514,1730471,439442
1/22/2021,AL,6486,40514,1720674,436087
1/21/2021,AL,6379,40277,1715242,432536
1/20/2021,AL,6283,39928,1709750,429655
1/19/2021,AL,6126,39504,1702124,426543
1/18/2021,AL,6121,39504,1697015,424028
1/17/2021,AL,6120,38763,1693435,422598
1/16/2021,AL,6119,38763,1686680,420681
1/15/2021,AL,6030,38763,1680128,417528
1/14/2021,AL,5945,38450,1669962,414583
1/13/2021,AL,5760,38229,1662596,410995
1/12/2021,AL,5573,37587,1655943,407848
1/11/2021,AL,5347,37587,1649818,404000
1/10/2021,AL,5334,36754,1645371,401900
1/9/2021,AL,5299,36754,1637787,399150
1/8/2021,AL,5191,36754,1628868,394287
1/7/2021,AL,5080,36411,1620448,389230
1/6/2021,AL,4994,36059,1612941,384184
1/5/2021,AL,4886,35430,1605791,379593
1/4/2021,AL,4878,35430,1601902,374095
1/3/2021,AL,4873,34373,1600270,371934
1/2/2021,AL,4872,34373,1593715,369458
1/1/2021,AL,4872,34373,1590750,365747
12/31/2020,AL,4827,34184,1583419,361226
12/30/2020,AL,4774,33831,1575075,356820
12/29/2020,AL,4737,33452,1571253,351804
12/28/2020,AL,4712,32999,1566198,347897
12/27/2020,AL,4691,32115,1563481,345628
12/26/2020,AL,4685,32115,1560978,343458
12/25/2020,AL,4680,31954,1556670,342426
12/24/2020,AL,4676,31954,1550002,338801
12/23/2020,AL,4587,31651,1541851,334569
12/22/2020,AL,4452,31305,1532640,329811
12/21/2020,AL,4389,30994,1525510,324832
12/20/2020,AL,4389,30224,1521292,322452
12/19/2020,AL,4389,30224,1514927,319904
12/18/2020,AL,4296,30224,1507204,315683
12/17/2020,AL,4254,29559,1499349,310335
12/16/2020,AL,4198,29559,1491279,305640
12/15/2020,AL,4124,29259,1485182,301533
12/14/2020,AL,4102,28913,1478907,297895
12/13/2020,AL,4102,28146,1458560,295631
12/12/2020,AL,4102,28146,1458560,292841
12/11/2020,AL,4086,28146,1458560,288775
12/10/2020,AL,4034,27618,1449370,284922
12/9/2020,AL,3985,27618,1441625,280187
12/8/2020,AL,3942,27323,1435083,276665
12/7/2020,AL,3892,27044,1425784,272229
12/6/2020,AL,3889,26331,1421126,269877
12/5/2020,AL,3877,26331,1415357,267589
12/4/2020,AL,3831,26331,1407299,264199
12/3/2020,AL,3776,26062,1400010,260359
12/2/2020,AL,3711,25821,1390351,256828
12/1/2020,AL,3638,25610,1383805,252900
11/30/2020,AL,3578,25338,1376324,249524
11/29/2020,AL,3577,24670,1373770,247229
11/28/2020,AL,3572,24670,1369792,244993
11/27/2020,AL,3572,24451,1365240,242874
11/26/2020,AL,3572,24401,1361187,241957
11/25/2020,AL,3532,24376,1353961,239318
11/24/2020,AL,3472,24160,1347017,236865
11/23/2020,AL,3459,23942,1337741,234080
11/22/2020,AL,3457,23449,1330801,232506
11/21/2020,AL,3457,23449,1325091,230708
11/20/2020,AL,3451,23449,1316804,228373
11/19/2020,AL,3419,23295,1307256,225910
11/18/2020,AL,3347,23088,1294045,223486
11/17/2020,AL,3301,22716,1287672,220848
11/16/2020,AL,3249,22716,1281958,219232
11/15/2020,AL,3248,22275,1275915,217822
11/14/2020,AL,3246,22275,1271260,215843
11/13/2020,AL,3231,22275,1260600,213617
11/12/2020,AL,3213,22190,1245235,210637
